name,price,Brand,link,
"P12i  4.5\  4GB  512 MB RAM  5 MP Camera  1.2 GHz Dualcore  Black (Brand Warranty)""",†8950,Mmobile†,https://www.daraz.pk/mmobile-p12i-4.5-4gb-512-mb-ram-5-mp-camera-1.2-ghz-dual-core-black-brand-warranty-5329719.html,
"G8  5.5\  32 GB  3 GB RAM  1.5GHz Octa Core  13 MP Camera  Horizon Gold (Brand Warranty)""",†41000,Huawei†,https://www.daraz.pk/g8-5.5-32-gb-3-gb-ram-1.5ghz-octa-core-13-mp-camera-horizon-gold-brand-warranty-huawei-mpg12107.html,
SMG530H  Grand Prime  5.0î  8 GB  1 GB RAM  1.2 GHz Quadcore  8 MP Camera  Grey (Brand Warranty),†17450,Samsung†,https://www.daraz.pk/sm-g530h-grand-prime-5.0-8-gb-hdd-1-gb-ram-8-mp-camera-grey-brand-warranty-samsung-mpg151.html,
"A319  4.0\  4GB  512 MB RAM  5 MP  3G  Red (Brand Warranty)""",†5899,Lenovo†,https://www.daraz.pk/a319-4gb-3g-red-brand-warranty-lenovo-mpg636.html,
"XHero3  Dual Sim  5.0\  8 GB  1 GB RAM  1.3 GHz Quad Core  5 MP Camera  White (Brand Warranty)""",†7999,Gfive†,https://www.daraz.pk/gfive-xhero-3-dual-sim-5.0-8-gb-1-gb-ram-1.3-ghz-quad-core-5-mp-camera-white-brand-warranty-5408221.html,
"Nokia 6500 Classic  2.0\  1 GB  2 MP  Black""",†6500,Nokia†,https://www.daraz.pk/nokia-nokia-6500-classic-2.0-1-gb-2-mp-black-5411478.html,
Smarty 430  4.3 Inch  512MB  512MB RAM  2MP Camera  Black (Brand Warranty),†3600,Ophone†,https://www.daraz.pk/smarty-430-4.3-512-mb-hdd-512-mb-ram-2-mp-camera-black-brand-warranty-ophone-mpg480.html,
E75  2.4''  85 MB HDD  3.2 MP Camera  Black,†9500,Nokia†,https://www.daraz.pk/nokia-e75-2.4-85-mb-hdd-3.2-mp-camera-black-5390611.html,
"G850F  Galaxy Alpha  4.7\  32GB  2GB RAM  2.5 GHz Octacore  12 MP  Dazzling White (Brand Warranty)""",†33499,Samsung†,https://www.daraz.pk/g850f-galaxy-alpha-4.7-32gb-2gb-ram-2.5-ghz-quad-core-12-mp-dazzling-white-brand-warranty-samsung-mpg6046.html,
"President  G10 Fashion  5\  4 GB HDD  1 GB RAM  8 MP Camera  Black (Brand Warranty)""",†7999,Gfive†,https://www.daraz.pk/president-g10-fashion-5-4-gb-hdd-1-gb-ram-8-mp-camera-black-brand-warranty-gfive-mpg581.html,
A97  President  4.5<U+2033>  4 GB ROM  512 MB RAM  5 MP  3G  White (Brand Warranty),†10500,Gfive†,https://www.daraz.pk/gfive-a97-president-4.5-4-gb-rom-512-mb-ram-5-mp-3g-white-brand-warranty-165252.html,
A97  President  4.5<U+2033>  4 GB  512 MB RAM  1.2 GHz Dual Core  5 MP Camera  Black (Brand Warranty),†4999,Gfive†,https://www.daraz.pk/gfive-a97-president-4.5-4-gb-512-mb-ram-1.2-ghz-dual-core-5-mp-camera-black-brand-warranty-165251.html,
Smarty 430  4.3 Inch  512MB  512MB RAM  2MP Camera  White (Brand Warranty),†3600,Ophone†,https://www.daraz.pk/smarty-430-4.3-512-mb-hdd-512-mb-ram-2-mp-camera-white-brand-warranty-ophone-mpg482.html,
"J100F  Galaxy J1  4.3\   4 GB  512 MB RAM  1.2 Ghz Dual Core  5 MP Camera  White (Brand Warranty)""",†12300,Samsung†,https://www.daraz.pk/j100f-galaxy-j1-4.3-4-gb-hdd-512-mb-ram-5-mp-camera-white-brand-warranty-samsung-mpg6200.html,
S150  Dual Sim   2.4  VGA Camera  Silver,†2000,QMobile†,https://www.daraz.pk/qmobile-s150-dual-sim-2.4-vga-camera-silver-4224010.html,
"RX45  Rhythm  Dual Sim  3.5\  4 GB  512 MB RAM  1.0 GHz Dual Core  3.2 MP Camera  Black (Brand Warranty)""",†4599,RIVO†,https://www.daraz.pk/rivo-rx-45-rhythm-dual-sim-3.5-4-gb-512-mb-ram-1.0-ghz-dual-core-3.2-mp-camera-black-brand-warranty-5422877.html,
"E2115  Xperia E4 Dual Sim  5\  8 GB  1 GB RAM  1.3 Ghz Quad Core   5 MP Camera  White (Brand Warranty)""",†12630,Sony†,https://www.daraz.pk/e2115-xperia-e4-dual-sim-5-8-gb-hdd-1-gb-ram-5-mp-camera-white-brand-warranty-sony-mpg475.html,
ST25I   Xperia U  Wifi  4GB  Black,†12000,Sony†,https://www.daraz.pk/sony-st25i-xperia-u-wifi-4gb-black-5245920.html,
Qmobile Qtab Q150,†8000,QMobile†,https://www.daraz.pk/qmobile-qmobile-qtab-q150-4222934.html,
Esteem i70  Dual Sim  5 Icnh  16GB  1GB RAM  13 MP Camera  White,†20150,Haier†,https://www.daraz.pk/haier-esteem-i70-dual-sim-5-icnh-16gb-1gb-ram-13-mp-camera-white-4284475.html,
"iPhone 6  4.7\  128 GB  1 GB RAM  1.4 GHz Dualcore  8 MP Camera  Gold  Without Face Time (Brand Warranty)""",†97200,Apple†,https://www.daraz.pk/iphone-6-4.7-128-gb-1-gb-ram-1.4-ghz-dual-core-8-mp-camera-gold-without-face-time-brand-warranty-apple-mpg1215.html,
"iPhone 6  4.7\  128 GB  1 GB RAM  1.4 GHz Dualcore  8 MP Camera  Space Gray  Without Face Time (Brand Warranty)""",†97200,Apple†,https://www.daraz.pk/apple-iphone-6-4.7-128-gb-1-gb-ram-1.4-ghz-dual-core-8-mp-camera-space-gray-without-face-time-brand-warranty-3716840.html,
A328  4.5''  4 GB  1 GB RAM  1.3 GHz Quadcore  5 MP Camera  White (Brand Warranty),†6990,Lenovo†,https://www.daraz.pk/a328-4.5-4-gb-hdd-1-gb-ram-5-mp-camera-white-brand-warranty-lenovo-mpg638.html,
"SMG355H  Galaxy Core 2  4.5\  4 GB  768 MB RAM  1.2 GHz Quadcore  5 MP Camera  White (Brand Warranty)""",†11000,Samsung†,https://www.daraz.pk/sm-g355h-galaxy-core-2-4.5-4-gb-hdd-768-ram-5-mp-camera-white-brand-warranty-samsung-mpg92.html,
"SMG355H  Galaxy Core 2  4.5\  4 GB  768 MB RAM  1.2 GHz Quadcore  5 MP Camera  Black (Brand Warranty)""",†11000,Samsung†,https://www.daraz.pk/sm-g355h-galaxy-core-2-4.5-4-gb-hdd-768-mb-ram-5-mp-camera-black-brand-warranty-samsung-mpg89.html,
A536  Dual Sim 3G  5.0''  8 GB  1 GB RAM   1.3 GHz Quadcore  5 MP Camera  Black (Brand Warranty),†12225,Lenovo†,https://www.daraz.pk/a536-5-8gb-hdd-1-gb-ram-5-mp-camera-black-brand-warranty-lenovo-mpg103.html,
D6633  Xperia Z3 (Dual Sim)  16GB  Copper,†48000,Sony†,https://www.daraz.pk/sony-d6633-xperia-z3-dual-sim-16gb-copper-82820.html,
"D2403   Xperia M2 Aqua  4.8\  8 GB  1 GB RAM  1.2 Ghz Quad Core  8 MP Camera  White (Brand Warranty)""",†25000,Sony†,https://www.daraz.pk/d2403-m2-aqua-4.8-8-gb-hdd-1-gb-ram-8-mp-camera-white-brand-warranty-sony-mpg52.html,
"RM1090  Lumia 535  Dual Sim  5.0\  8 GB  1 GB RAM  1.2 GHz Quadcore  5 MP Camera  Black (Brand Warranty)""",†14090,Microsoft†,https://www.daraz.pk/rm-1090-lumia-535-dual-sim-5.0-8-gb-1-gb-ram-1.2-ghz-quad-core-5-mp-camera-black-brand-warranty-microsoft-mpg4831.html,
"SMG360H  Galaxy Core Prime  4.5\   8 GB  1 GB RAM  1.2 GHz Quadcore  5 MP Camera  Charcoal Grey (Brand Warranty)""",†13895,Samsung†,https://www.daraz.pk/sm-g360h-galaxy-core-prime-4.5-8-gb-hdd-1-gb-ram-5-mp-charcoal-grey-brand-warranty-samsung-mpg946.html,
A536  Dual Sim 3G  5.0''  8 GB  1 GB RAM   1.3 GHz Quadcore  5 MP Camera  White (Brand Warranty),†12225,Lenovo†,https://www.daraz.pk/a536-5-8gb-hdd-1-gb-ram-5-mp-camera-white-brand-warranty-lenovo-mpg99.html,
"D2403   Xperia M2 Aqua  4.8\  8 GB  1 GB RAM  1.2 Ghz Quad Core  8 MP Camera Black (Brand Warranty)""",†25000,Sony†,https://www.daraz.pk/d2403-m2-aqua-4.8-8-gb-hdd-1-gb-ram-8-mp-camera-black-brand-warranty-sony-mpg51.html,
D2533  Xperia C3  8 GB  Black,†24000,Sony†,https://www.daraz.pk/sony-d2533-xperia-c3-8-gb-black-69095.html,
Noir A15  5.0  4GB HDD  512 MB RAM  5 MP Camera,†7000,QMobile†,https://www.daraz.pk/a15-noir-5.0-4gb-512mb-ram-5-mp-black-brand-warranty-qmobile-mpg5300.html,
A5000  5.0\  8 GB  1 GB RAM  1,"3 GHz Quad Core  8 MP Camera  Black (Brand Warranty)""",†13900,Lenovo†,https://www.daraz.pk/a5000-5-8-gb-1-gb-ram-8-mp-camera-black-brand-warranty-lenovo-mpg967.html
A606  5''  8 GB  1 GB RAM  1.3 GHz Quad Core  8 MP Camera  White (Brand Warranty),†13730,Lenovo†,https://www.daraz.pk/lenovo-a606-5-8-gb-1-gb-ram-1.3-ghz-quad-core-8-mp-camera-white-brand-warranty-5423112.html,
700  WiFi  Black,†11000,Nokia†,https://www.daraz.pk/700-wifi-black-nokia-mpg33542.html,
Desire 616 Dual Sim  4GB  3G  Wifi  White,†17500,HTC†,https://www.daraz.pk/desire-616-dual-sim-4gb-3g-wifi-white-htc-mpg32351.html,
"A300F  Galaxy A3  4.5\  16 GB  1 GB RAM  1.2 GHz Quadcore  8 MP Camera  Platinum Silver (Brand Warranty)""",†22999,Samsung†,https://www.daraz.pk/a300f-galaxy-a3-4.5-16-gb-1-gb-ram-1.2-ghz-quad-core-8-mp-camera-platinum-silver-brand-warranty-samsung-mpg5901.html,
Smart 5 President  5''  4 GB HDD  512 MB RAM  5 MP Camera  White (Brand Warranty),†5499,Gfive†,https://www.daraz.pk/gfive-smart-5-president-5-4-gb-hdd-512-mb-ram-5-mp-camera-white-brand-warranty-3614535.html,
"iPhone 6  4.7\  128 GB  1 GB RAM  1.4 GHz Dualcore  8 MP Camera  Silver  Without Face Time (Brand Warranty)""",†97200,Apple†,https://www.daraz.pk/apple-iphone-6-4.7-128-gb-1-gb-ram-1.4-ghz-dual-core-8-mp-camera-silver-without-face-time-brand-warranty-3716829.html,
Gfive President Smart 1 Black(brand warranty),†3999,Gfive†,https://www.daraz.pk/gfive-gfive-president-smart-1-blackbrand-warranty-3844039.html,
A98 President  5 Inch FWVGA  8GB  1GB RAM  5MP Camera  Black (Brand Warranty),†6399,Gfive†,https://www.daraz.pk/gfive-a-98-president-5-inch-fwvga-8gb-1gb-ram-5mp-camera-black-brand-warranty-5326289.html,
"E5  2.36\   256 MB  5 MP  Purple""",†10000,Nokia†,https://www.daraz.pk/nokia-e5-2.36-256-mb-5-mp-purple-5406553.html,
Voyage G30  4GB  3G  Black (1 Year Brand Warranty),†7670,Haier†,https://www.daraz.pk/voyage-g30-4gb-3g-black-1-year-brand-warranty-haier-mpg776.html,
"A300F  Galaxy A3  4.5\  16 GB  1 GB RAM  1.2 GHz Quadcore  8 MP Camera  Midnight Black (Brand Warranty)""",†22999,Samsung†,https://www.daraz.pk/a300f-galaxy-a3-4.5-16-gb-hdd-1-gb-ram-8-mp-camera-midnight-black-brand-warranty-samsung-mpg106.html,
A200  Dual SIM  2.4''  VGA Camera  Black (Brand Warranty),†1739,RIVO†,https://www.daraz.pk/a200-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg5616.html,
"E5  2.36\   256 MB  5 MP  White""",†10000,Nokia†,https://www.daraz.pk/nokia-e5-2.36-256-mb-5-mp-white-5406554.html,
Smarty 350i  3.5 Inch  512 MB  256MB RAM  3.2MP Camera  White (Brand Warranty),†3300,Ophone†,https://www.daraz.pk/smarty-350i-512-mb-white-brand-warranty-ophone-mpg540.html,
"GLORY A86  4\  2.5 GB HDD  512 MB RAM  5 MP Camera  White (Brand Warranty)""",†4999,Gfive†,https://www.daraz.pk/glory-a-86-4-2.5-gb-hdd-512-mb-ram-5-mp-camera-white-brand-warranty-gfive-mpg3111.html,
410  Iris  Dual Sim  4GB  256MB RAM  2.0MP Camera  Black (Brand Warranty),†3675,Ophone†,https://www.daraz.pk/410-iris-dual-sim-4gb-256mb-ram-2.0mp-camera-black-brand-warranty-ophone-mpg4922.html,
"SMG360H  Galaxy Core Prime  4.5\   8 GB  1 GB RAM  1.2 GHz Quadcore  5 MP Camera  White (Brand Warranty)""",†13895,Samsung†,https://www.daraz.pk/sm-g360h-galaxy-core-prime-4.5-8-gb-hdd-1-gb-ram-5-mp-white-brand-warranty-samsung-mpg794.html,
"Y330  Ascend  4\  4 GB  512 MB RAM  3.15 MP Camera  White (Brand Warranty)""",†7799,Huawei†,https://www.daraz.pk/ascend-y330-4-gb-3g-white-brand-warranty-huawei-mpg485.html,
"A319  Dual Sim  4.0\  4 GB  512 MB RAM  1.3 Ghz Dual Core  5 MP Camera  Black (Brand Warranty)""",†7350,Lenovo†,https://www.daraz.pk/a319-4.0-4gb-512-mb-ram-5-mp-3g-black-brand-warranty-lenovo-mpg4143.html,
A200  Dual SIM  2.4''  VGA Camera  Black (Brand Warranty),†1950,RIVO†,https://www.daraz.pk/a-200-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg79.html,
"Galaxy J100F  4.3\  4 GB  512 MB RAM  1.2 GHz Dual Core  5 MP Camera  Black (Brand Warranty)""",†12300,Samsung†,https://www.daraz.pk/galaxy-j1-dual-sim-4.3-4-gb-512-mb-ram-5-mp-camera-black-brand-warranty-samsung-mpg963.html,
E71  128 MB  3.15 MP  Red,†11500,Nokia†,https://www.daraz.pk/nokia-e71-128-mb-3.15-mp-red-5406560.html,
Iris 350  512 MB  White (Brand Warranty),†3480,Ophone†,https://www.daraz.pk/iris-350-512-mb-white-brand-warranty-ophone-mpg4919.html,
Iris 350  512 MB  Black (Brand Warranty),†3480,Ophone†,https://www.daraz.pk/iris-350-512-mb-black-brand-warranty-ophone-mpg4918.html,
"President G7  5\  4 GB HDD  1 GB RAM  8 MP Camera  White (Brand Warranty)""",†7840,Gfive†,https://www.daraz.pk/president-g7-5-4-gb-hdd-1-gb-ram-8-mp-camera-white-brand-warranty-gfive-mpg3120.html,
PZ10  Phantom  Dual Sim  4.7''  8 GB  1 GB RAM  1.2 GHz Quad Core  12 MP Camera  Black (Brand Warranty),†11300,RIVO†,https://www.daraz.pk/pz-10-phantom-dual-sim-4.7-8-gb-hdd-1-gb-ram-12-mp-camera-black-brand-warranty-rivo-mpg687.html,
Gfive LTE 1 (4G) White(Brand Warranty),†11900,Gfive†,https://www.daraz.pk/gfive-gfive-lte-1-4g-whitebrand-warranty-3844053.html,
"G730  Ascend  Dual Sim  5.5\  4 GB  1 GB RAM   5 MP Camera  White (Brand Warranty)""",†19995,Huawei†,https://www.daraz.pk/g730-ascend-5.5-4gb-hdd-1-gb-ram-5-mp-camera-white-brand-warranty-huawei-mpg945.html,
"G730  Ascend  Dual Sim  5.5\  4 GB  1 GB RAM   5 MP Camera  Black (Brand Warranty)""",†19995,Huawei†,https://www.daraz.pk/g730-ascend-5.5-4gb-hdd-1-gb-ram-5-mp-camera-black-brand-warranty-huawei-mpg944.html,
A225  Advance  Dual Sim  2.4''  VGA Camera  Black (Brand Warranty),†1950,RIVO†,https://www.daraz.pk/a-225-advance-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg83.html,
A240  Advance  Dual SIM  2.4''  VGA Camera  Black (Brand Warranty),†2250,RIVO†,https://www.daraz.pk/a-240-advance-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg689.html,
"Y520  Ascend  4.5\  4 GB  512 MB RAM  1.3 GHz Dualcore  5 MP Camera  Black (Brand Warranty)""",†8650,Huawei†,https://www.daraz.pk/y520-ascend-4.5-4-gb-512-mb-ram-1.3-ghz-dual-core-5-mp-camera-black-brand-warranty-huawei-mpg3867.html,
"Y330  Ascend  4\  4GB  512 MB RAM  3.15 MP Camera  Black (Brand Warranty)""",†7799,Huawei†,https://www.daraz.pk/ascend-y330-4-gb-3g-black-brand-warranty-huawei-mpg148.html,
"RX50  Rhythm  4\  4 GB  512 MB RAM  1.2 GHz Quad Core  5 MP Camera  Silver (Brand Warranty)""",†5200,RIVO†,https://www.daraz.pk/rx-50-rhythm-4-4-gb-hdd-512-mb-ram-5-mp-camera-silver-brand-warranty-rivo-mpg123.html,
RX55  Rhythm  4.0''  4 GB  512 MB RAM  5 MP Camera  Black (Brand Warranty),†6630,RIVO†,https://www.daraz.pk/rx-55-rhythm-4-4-gb-hdd-512-mb-ram-5-mp-camera-black-brand-warranty-rivo-mpg685.html,
Gfive President Shark 1 White(Brand Warranty),†2699,Gfive†,https://www.daraz.pk/gfive-gfive-president-shark-1-whitebrand-warranty-3844040.html,
"RM1067  Lumia 640XL  Dual Sim  5.7\  8 GB  1 GB RAM  1.2 GHz Quadcore  13 MP Camera  Orange (Brand Warranty)""",†23750,Microsoft†,https://www.daraz.pk/rm1067-lumia-640xl-dual-sim-5.7-8-gb-1-gb-ram-1.2-ghz-quad-core-13-mp-camera-orange-brand-warranty-microsoft-mpg4569.html,
"A319  Dual Sim  4.0\  4 GB  512 MB RAM  1.3 Ghz Dual Core  5 MP Camera  Black (Brand Warranty)""",†5899,Lenovo†,https://www.daraz.pk/a319-4.0-4gb-512-mb-ram-5-mp-3g-black-brand-warranty-lenovo-mpg720.html,
"2730 Classic  2.0\  30 MB  2 MP Camera  Black""",†5605,Nokia†,https://www.daraz.pk/nokia-2730-classic-2.0-30-mb-2-mp-camera-black-5406552.html,
"Shark 3  President  3.5\  512 MB  256 MB RAM  1.0 GHz Processor  3.0 MP Camera  Black(Brand Warranty)""",†3199,Gfive†,https://www.daraz.pk/gfive-shark-3-president-3.5-512-mb-256-mb-ram-1.0-ghz-processor-3.0-mp-camera-blackbrand-warranty-5378461.html,
Gfive President G6 Plus Blue (Brand Warranty),†7499,Gfive†,https://www.daraz.pk/gfive-gfive-president-g6-plus-blue-brand-warranty-3844036.html,
"A319  Dual Sim  4.0\  4 GB  512 MB RAM  1.3 Ghz Dual Core  5 MP Camera  White (Brand Warranty)""",†5899,Lenovo†,https://www.daraz.pk/a319-4.0-4gb-hdd-512mb-ram-5mp-camera-3g-white-brand-warranty-lenovo-mpg721.html,
Gfive FT01 White (Brand Warranty),†2399,Gfive†,https://www.daraz.pk/gfive-gfive-ft-01-white-brand-warranty-3844494.html,
M106  Dual Sim  2.4 Inch  Black (Brand Warranty),†2350,Haier†,https://www.daraz.pk/m106-dual-sim-2.4-black-brand-warranty-haier-mpg767.html,
"Y511  Ascend  Dual Sim  4.5\  4 GB   512 MB RAM  3.15 MP Camera  White (Brand Warranty)""",†9990,Huawei†,https://www.daraz.pk/ascend-y511-4-gb-3g-white-brand-warranty-huawei-mpg635.html,
"B312E Brio  Dual Sim  2.0\  0.3 MP Camera  White (Brand Warranty)""",†3425,Samsung†,https://www.daraz.pk/b312e-brio-ds-2-0.3-mp-camera-white-brand-warranty-samsung-mpg129.html,
"M108  Dual Sim  2.8\  1.3 MP Camera  Black (Brand Warranty)""",†2950,Haier†,https://www.daraz.pk/m108-dual-sim-2.8-1.3-mp-camera-black-brand-warranty-haier-mpg777.html,
O9  512 MB  Red (Brand Warranty),†2866,Ophone†,https://www.daraz.pk/ophone-o9-red-brand-warranty-ophone-mpg4926.html,
"X600  Note 2  5.9\  4G LTE  16 GB  2 GB RAM  1.3 Ghz OctaCore Processor  13 MP Camera  Gold (Brand Warranty)""",†16999,Infinix†,https://www.daraz.pk/infinix-x600-note-2-5.9-4g-lte-16-gb-2-gb-ram-1.3-ghz-octa-core-processor-13-mp-camera-gold-brand-warranty-5423700.html,
"X600  Note 2  5.9\  4G LTE  16 GB  2 GB RAM  1.3 Ghz OctaCore Processor  13 MP Camera  Grey (Brand Warranty)""",†16999,Infinix†,https://www.daraz.pk/infinix-x600-note-2-5.9-4g-lte-16-gb-2-gb-ram-1.3-ghz-octa-core-processor-13-mp-camera-grey-brand-warranty-5423701.html,
O9  512 MB  White (Brand Warranty),†2866,Ophone†,https://www.daraz.pk/ophone-o9-white-brand-warranty-ophone-mpg4927.html,
Gfive President G9 White(Brand Warranty),†10900,Gfive†,https://www.daraz.pk/gfive-gfive-president-g9-whitebrand-warranty-3844034.html,
SMG530H  Grand Prime  3G  8 GB  1 GB  White,†18000,Samsung†,https://www.daraz.pk/sm-g530h-grand-prime-5.0-8-gb-1-gb-ram-1.2-ghz-quad-core-8-mp-camera-white-brand-warranty-samsung-mpg6029.html,
O9  512 MB  Black (Brand Warranty),†2866,Ophone†,https://www.daraz.pk/o9-black-brand-warranty-ophone-mpg4925.html,
X325  Feature Phone  Grey (Brand Warranty),†1997,Ophone†,https://www.daraz.pk/x325-feature-phone-grey-brand-warranty-ophone-mpg4931.html,
X325  Feature Phone  Black (Brand Warranty),†1997,Ophone†,https://www.daraz.pk/x325-feature-phone-black-brand-warranty-ophone-mpg4930.html,
X4  Feature Phone  Black (Brand Warranty),†2068,Ophone†,https://www.daraz.pk/x4-feature-phone-black-brand-warranty-ophone-mpg4935.html,
X3  Feature Phone  White (Brand Warranty),†2070,Ophone†,https://www.daraz.pk/x3-feature-phone-white-brand-warranty-ophone-mpg4934.html,
X4  Feature Phone  White (Brand Warranty),†2068,Ophone†,https://www.daraz.pk/x4-feature-phone-white-brand-warranty-ophone-mpg4936.html,
X3  Feature Phone  Black (Brand Warranty),†2070,Ophone†,https://www.daraz.pk/x3-feature-phone-black-brand-warranty-ophone-mpg4933.html,
"G610  Ascend Dual Sim  5\  4 GB  1 GB RAM  1.2 Ghz Quad Core  55 MP Camera  Black (Brand Warranty)""",†13500,Huawei†,https://www.daraz.pk/g610-ascend-5-4-gb-1-gb-ram-5-mp-camera-black-brand-warranty-huawei-mpg3797.html,
S860  5.3''  16 GB  2 GB RAM  1.3 GHz Quadcore  8 MP Camera  Titanium (Brand Warranty),†24900,Lenovo†,https://www.daraz.pk/s860-5.3-16-gb-hdd-2-gb-ram-8-mp-camera-titanium-brand-warranty-lenovo-mpg784.html,
A230  Advance  Dual Sim  2.4''  VGA Camera  Black (Brand Warranty),†2350,RIVO†,https://www.daraz.pk/a-230-advance-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg162.html,
Gfive President Smart 2 Black(Brand Warranty),†4599,Gfive†,https://www.daraz.pk/gfive-gfive-president-smart-2-blackbrand-warranty-3844037.html,
X 330  Feature Phone  Black ( Brand Warranty ),†2262,Ophone†,https://www.daraz.pk/ophone-x-330-feature-phone-black-brand-warranty-3843208.html,
"Classic 1  4.5\  4 GB  512 MB RAM  5 MP Camera  White (Brand Warranty)""",†6900,Gfive†,https://www.daraz.pk/classic-1-4.5-4-gb-512-mb-ram-5-mp-camera-white-brand-warranty-gfive-mpg3104.html,
"RX35  Rhythm  3.5\  512 MB HDD  256 MB RAM  2 MP Camera  Black (Brand Warranty)""",†6150,RIVO†,https://www.daraz.pk/rx-35-rhythm-dual-sim-3.5-512-mb-hdd-256-mb-ram-2-mp-camera-black-brand-warranty-rivo-mpg5661.html,
X 330  Feature Phone  2.8 Inch  1.3 MP  White ( Brand Warranty ),†2262,Ophone†,https://www.daraz.pk/ophone-x-330-feature-phone-2.8-inch-1.3-mp-white-brand-warranty-177724.html,
"W400  Winner Series  Dual Sim  4\  4 GB HDD  512 MB RAM  5 MP Camera  Black (Brand Warranty)""",†7200,†,https://www.daraz.pk/w400-winner-series-dual-sim-4-4-gb-hdd-512-mb-ram-5-mp-camera-black-brand-warranty-g-right-mpg3193.html,
Oze4  4 GB  3G  Black (Brand Warranty),†5940,Ophone†,https://www.daraz.pk/oze4-3g-black-brand-warranty-ophone-mpg4928.html,
X3000  Black (Brand Warranty),†2262,Ophone†,https://www.daraz.pk/x3000-black-brand-warranty-ophone-mpg4929.html,
"G10  President  5.7\  32 GB HDD  1 GB RAM  13 MP Camera  Black (Brand Warranty)""",†15900,Gfive†,https://www.daraz.pk/g10-president-5.7-32-gb-hdd-1-gb-ram-13-mp-camera-black-brand-warranty-gfive-mpg3108.html,
"Y530  Ascend  4.5\  4 GB  512 MB  5 MP Camera  White (Brand Warranty)""",†12499,Huawei†,https://www.daraz.pk/ascend-y530-4-gb-3g-white-brand-warranty-huawei-mpg96.html,
"G30  Pursuit  Dual Sim  4.5\  4 GB  512 MB RAM  5 MP Camera  White (Brand Warranty)""",†7499,Haier†,https://www.daraz.pk/g30-pursuit-dual-sim-4.5-4-gb-512-mb-ram-5-mp-camera-white-brand-warranty-haier-mpg3327.html,
N300  Dual SIM  2.4''  VGA Camera  Black (Brand Warranty),†1950,RIVO†,https://www.daraz.pk/n-300-dual-sim-2.4-vga-camera-black-brand-warranty-rivo-mpg156.html,
"G30  Pursuit  Dual Sim  4.5\  4 GB  512 MB RAM  5 MP Camera  Black (Brand Warranty)""",†7999,Haier†,https://www.daraz.pk/g30-pursuit-dual-sim-4.5-4-gb-512-mb-ram-5-mp-camera-black-brand-warranty-haier-mpg3326.html,
PZ15  Phantom  5''  16 GB  2 GB RAM  13 MP Camera  Black (Brand Warranty),†17185,RIVO†,https://www.daraz.pk/pz-15-phantom-5-16-gb-hdd-2-gb-ram-13-mp-camera-black-brand-warranty-rivo-mpg169.html,
"RX60  Rhythm  Dual Sim  5.0\  8 GB  1 GB RAM  1.3 Ghz Quad Core  8 MP Camera  White (Brand Warranty)""",†12696,RIVO†,https://www.daraz.pk/rx-60-rhythm-dual-sim-5.0-8-gb-hdd-1-gb-ram-8-mp-camera-white-brand-warranty-rivo-mpg835.html,
J505  Dual SIM  2.6''  VGA Camera  Black (Brand Warranty),†2890,RIVO†,https://www.daraz.pk/j-505-dual-sim-2.6-vga-camera-black-brand-warranty-rivo-mpg5644.html,
"Y320  Ascend  4\  4 GB  512 MB RAM  2 MP Camera  White (Brand Warranty)""",†9500,Huawei†,https://www.daraz.pk/y320-ascend-4-4-gb-512-mb-ram-2-mp-camera-white-brand-warranty-huawei-mpg3859.html,
Y320  Ascend  4 Inch  4GB  512MB RAM  2MP Camera  3G  Black (Brand Warranty),†7990,Huawei†,https://www.daraz.pk/y320-ascend-4-inch-4gb-512mb-ram-2mp-camera-3g-black-brand-warranty-huawei-mpg3858.html,
"Y600  Ascend  5.0\  4 GB  512 MB RAM  5 MP Camera  White (Brand Warranty)""",†10900,Huawei†,https://www.daraz.pk/y600-ascend-5-4-gb-hdd-512-mb-ram-5-mp-camera-white-brand-warranty-huawei-mpg55.html,
"Y600  Ascend  5.0\  4 GB  512 MB RAM  5 MP Camera  Black (Brand Warranty)""",†11299,Huawei†,https://www.daraz.pk/ascend-y600-4-gb-3g-black-brand-warranty-huawei-mpg54.html,
"222  Dual Sim  2.4\  16MB HDD  2MP Camera  Black (Brand Warranty)""",†4740,Nokia†,https://www.daraz.pk/nokia-222-dual-sim-2.4-16mb-hdd-2mp-camera-black-brand-warranty-5435467.html,
"E8  Noir  6.0\  64 GB  3 GB RAM  2.0 GHz Octacore  24 MP Camera  Gold (Brand Warranty)""",†43500,QMobile†,https://www.daraz.pk/qmobile-e8-noir-6.0-64-gb-3-gb-ram-2.0-ghz-octa-core-24-mp-camera-gold-brand-warranty-5437496.html,
"Vibe P1M ñ 5\  16 GB  2 GB RAM  1 GHz Quad Core  8 MP Camera ñ Black (Brand Warranty)""",†17900,Lenovo†,https://www.daraz.pk/lenovo-vibe-p1m-5-16-gb-2-gb-ram-1-ghz-quad-core-8-mp-camera-black-brand-warranty-5437393.html,
